2685,1422,2,973375612
1941,1929,4,974954081
3312,21,1,967955474
4553,161,5,964555191
2027,176,4,974675039
5289,982,4,961081792
5607,440,4,959715425
5626,3599,4,961488519
5587,2324,4,959281928
3851,3798,1,965880012
2507,279,2,974082031
667,2291,4,975639688
5474,1097,2,959881156
4897,1291,4,962717223
5310,3035,3,960927951
3425,1422,1,967364212
2304,586,5,974500871
2529,3375,4,974055714
4790,3267,3,963104589
3441,3618,1,981234352
446,1136,5,976239332
3452,1222,5,1031931101
1176,480,5,974857824
2911,47,5,971795967
4258,468,4,980276025
252,2912,4,976688438
2338,1356,4,974421488
1697,3548,3,974733624
4448,3566,5,973537652
2788,296,4,972958355
3393,3551,5,967499414
1870,2424,5,974698248
2143,3527,4,974629722
415,3538,4,976668848
2840,2567,3,972571013
2887,3591,3,972155812
1470,1617,4,974838710
2351,1267,5,974408588
466,1136,4,976226735
749,2553,3,975476048
1483,2622,4,974755046
1694,1259,4,974710536
5916,615,3,957320150
5492,1059,1,996698346
412,3394,4,976553236
2931,595,5,971505527
1426,2427,4,974859847
1448,3394,3,977259807
5046,1101,3,962499438
3625,1603,3,966563544
3410,2291,5,967471008
45,1580,4,977990879
2572,16,4,973909650
4979,2013,3,962605562
2221,2456,2,974601438
1051,1127,3,975045945
1178,451,4,974857110
2318,2085,1,974476632
352,1230,5,976325688
5703,1179,4,958575922
2868,1375,4,972527089
5153,1097,5,961970599
4510,2523,2,964988536
135,2707,5,977416793
3054,905,5,970616508
2825,1041,3,972610724
4217,3355,4,966188448
1285,3347,5,975458074
2750,1358,5,973201101
5973,1676,4,956950624
3768,457,4,966068554
463,2458,1,976228936
3026,1064,2,970463393
203,27,3,976929170
4961,908,3,962636888
2526,1019,5,974066170
824,3429,4,975380426
1635,1235,5,974771773
5809,440,4,957989849
1925,253,4,1025962543
2919,3923,2,971713497
2953,3578,2,971216371
1096,181,1,974933476
4926,1580,3,962662628
4279,2194,4,965282401
3715,346,4,966267229
924,457,4,975200809
1524,1029,1,981317538
712,1213,5,975601731
2015,12,4,975037234
205,1256,5,976922499
1314,917,5,975532605
4344,955,5,965236168
5319,3739,4,960865994
5268,1992,3,961168791
749,2082,3,975478159
3504,724,3,966983522
4447,415,1,965174103
590,3409,4,975912444
5956,3744,3,980969709
2914,1721,3,971760933
4053,858,5,965496317
3945,2657,4,965693597
225,2330,5,977257158
2990,1262,5,970953510
5715,3638,1,958614885
2356,1952,4,974385877
970,540,3,980625398
3616,1233,3,966600751
355,1729,4,1033238124
5490,3060,4,959815771
3311,833,4,968647905
6011,2353,5,956784320
4521,3698,3,964835790
4940,1343,4,1022014596
2540,1619,2,974046682
5103,2161,5,962782220
5041,2795,5,962508615
2595,3783,4,973828643
268,3257,4,976649288
1733,3055,3,977462028
2130,2450,2,974642401
2496,2013,3,974262111
3526,338,4,967614077
752,2405,2,1029310532
1731,3882,2,974705253
4091,2474,4,965426211
1086,2273,5,975009512
2353,1950,5,974402334
2333,3751,4,982420096
4981,266,2,962600320
3659,3354,4,966444843
661,1387,5,975682163
2892,2043,5,972006920
935,2918,4,976667686
4510,1953,4,964988193
3086,1748,5,969692003
3885,1882,2,965811223
4956,235,3,962640660
5978,2040,3,964186627
2147,2916,4,974622481
934,3178,4,975184141
661,527,5,975701937
5198,1884,4,1041613256
1415,1961,4,993497188
1296,1747,4,974786944
663,1258,5,975653260
3491,2985,3,967064713
2090,2163,2,974766651
3211,1952,5,969196032
1680,3504,4,974711001
3143,2294,3,968987236
789,2485,2,975429621
2321,104,5,974474544
5972,1291,5,956952601
4379,1917,3,965177380
1040,2797,4,974980473
1196,1919,4,974848687
3067,1320,3,969997234
2942,3926,3,971328609
5442,50,5,959981003
5153,2521,2,961972065
4510,1287,3,964990792
5028,3052,2,962569768
4261,173,2,965307284
5824,2799,1,957971093
506,2490,4,976208110
3842,1962,5,976516873
1613,2186,4,974759447
1676,1017,5,974794881
1404,2793,2,974763044
2568,2772,4,973935098
3226,3746,3,968435157
154,2333,3,977260385
1288,531,4,974793064
2523,2064,3,974065452
285,2348,3,976573899
4485,47,4,965015479
4327,2657,4,965244056
3300,318,4,968216433
2062,3062,5,974659305
5002,2100,4,962601716
1091,597,4,974929847
5809,1676,1,957988929
3391,499,3,1046189600
2495,3536,4,974096526
944,968,4,975166080
785,2808,4,975431555
1015,1352,2,975106169
5223,2918,4,961529417
1207,3249,3,974844110
4981,1179,5,962598565
2383,3033,4,974501519
1441,3926,2,974758032
3341,47,5,967799516
1667,15,2,975017912
2251,306,4,974595929
2735,3578,5,973227542
1496,1909,3,974756664
5458,2890,5,978299645
830,2640,3,975368465
2120,480,3,974863169
3626,1387,5,966606881
3769,928,5,966056691
3080,2926,5,969812350
3680,1961,4,966360519
1123,3911,2,974908813
5220,628,3,961541220
3540,2686,4,966882384
5035,852,4,962555493
491,2571,5,976214670
5583,1197,5,959279470
4729,2094,4,963350819
1866,110,5,974699329
214,3683,5,976900332
843,3760,5,975370017
2835,1224,5,972575474
3096,1083,4,969643418
385,1873,4,976300167
3412,3081,4,967410541
4787,3618,2,962997451
181,2374,3,977089337
2250,1015,2,974594950
3513,886,2,966975702
2738,3006,4,973225535
59,1254,3,977935355
1421,1080,4,974846178
5153,3330,4,961970616
3695,1676,3,974187107
3096,440,4,989437426
3727,2866,4,966220768
1141,1541,1,984794221
1502,47,3,975141334
4593,592,2,964237909
1969,288,5,974687103
2316,1304,4,974556300
3757,2875,5,966101494
2022,165,3,974673839
934,1485,3,975184567
4468,910,5,965080412
3841,3431,4,965999759
639,2687,4,984291093
1425,2221,4,1044985908
5493,707,4,959885958
3998,2985,2,965580167
5289,3175,4,961083341
2112,337,3,974649772
678,3608,4,989503231
2732,1373,4,973236228
1525,923,4,974744952
2143,1240,4,974629574
5056,674,4,962486208
5557,912,5,983735355
5317,2469,4,972347552
4466,2130,4,965070063
2515,3699,5,974070784
1930,3481,4,982432197
319,3451,4,976421430
1050,1665,1,974964232
4965,3717,3,962688891
3882,2194,3,965826745
2068,440,5,974660219
2225,3274,2,974680266
4508,1968,2,964984078
3931,3203,4,965707940
1875,2372,3,975768333
699,1661,3,975564983
2866,1257,4,972647666
2840,1625,3,972571639
5658,941,4,958808042
3864,922,5,965854372
5306,223,3,960939723
3519,801,3,969989386
623,2427,5,975793012
5515,2015,2,959703996
4306,1995,1,965263484
4879,3639,3,962764360
3842,1250,5,1016521703
1340,2002,1,974779374
4898,3089,5,962798815
3031,671,4,970429279
3970,3176,2,966873207
2627,1221,5,973629024
5354,3702,4,960597680
461,316,4,976232555
3929,519,1,965713225
1640,1744,1,974717588
2064,2391,3,974668375
5795,2801,5,958079247
1815,2498,2,974700794
605,3798,4,975871075
4538,2324,4,964708755
3315,553,4,967944294
4040,1197,5,965503847
3687,509,2,966316948
5931,1610,5,957227242
5109,2336,3,962455020
1274,3140,4,990182164
5046,174,4,962503505
3315,1059,3,967944627
5539,1939,5,982439649
3851,913,5,965879753
2537,905,3,974050508
352,348,5,976331333
3285,2194,4,968211317
5576,2162,1,959710055
4227,3,2,965324274
934,1586,3,992025840
5262,1597,4,961193732
3888,1150,4,966136968
4572,258,4,964460988
3311,2613,2,967955509
5809,1249,4,957987872
2776,1027,5,973056176
3441,1876,3,967918966
4292,1372,5,965274499
5759,2529,3,958254462
5010,2670,5,962585257
4261,1752,2,965307432
2599,616,2,973796801
3618,1949,4,967115433
5865,1240,4,957653715
3884,1188,4,965816788
2310,994,4,974487675
4298,2348,4,965447318
3014,1079,2,1013918347
4658,1587,1,963967428
4580,334,5,964400322
2830,1341,3,972590431
2334,691,4,974432088
2254,1374,5,974594040
6002,942,4,960004225
5858,3462,5,957714276
855,3182,4,975466214
4311,2043,3,965258554
5957,2644,2,957075964
1255,2959,5,974822210
6000,2518,2,956881922
1297,2533,2,975102932
5798,1963,4,959194454
4058,1036,5,965495101
5345,1101,3,960671576
4285,2096,4,965278383
5046,3359,4,962508478
4116,2118,4,968554905
1820,2026,1,974702198
2863,2333,5,972501562
2015,1013,2,975035650
2545,2384,5,974125134
3957,1955,3,965673415
3823,2550,4,965945622
392,1960,5,976551493
1926,3247,3,974694270
1799,1617,3,974700231
2071,527,3,974657348
4161,480,4,965340333
1317,3763,4,974784638
4064,3498,2,965477290
5937,1208,4,957214206
954,2300,4,975134291
3495,2683,2,967013782
238,3019,4,976760774
369,2109,4,976310255
1752,70,3,975730863
3483,168,3,967069965
4886,1748,5,962743721
4022,1220,2,965521979
1770,2918,4,974702665
4879,3608,2,962766039
3923,541,5,965711376
1645,2354,5,974980831
4902,1083,4,965149552
4526,1233,4,964808079
3048,1748,4,970183214
5131,2506,5,962131108
5972,1060,3,963614475
4433,368,1,965100026
2795,1253,4,972891506
261,70,4,976670761
1693,3129,4,974712583
2820,1333,4,972660696
3022,1704,3,970497494
2682,2600,5,973387952
4842,3742,5,963085171
4060,1047,4,965490382
482,1278,4,976221576
1107,1513,3,974921358
4140,1457,3,965358075
3539,302,4,966927043
1263,2961,2,974820777
3799,2232,5,966005500
721,1480,3,976464249
4653,3006,3,963939559
3369,1394,3,967637347
885,1580,4,975256780
4950,3238,2,966061130
3239,3176,3,968356896
4472,2951,3,965069445
2985,2162,4,1030053031
1693,529,4,974710371
3791,43,3,966019156
5138,1682,4,962061640
658,3250,2,975691985
5361,1367,4,960525826
2668,1249,4,973443340
4884,1372,1,962744462
3653,47,5,966453415
2302,2763,3,974495301
1069,2771,1,974944424
3387,1273,3,969160034
438,2805,3,976255187
2931,3398,5,972712322
3672,300,1,966376216
4782,590,5,963006791
1506,2355,5,976430361
4782,1254,4,963006756
1816,1222,4,974698470
1553,899,5,974742139
673,506,3,975619642
1778,173,3,974749273
1591,2375,3,974746159
2670,1250,5,973539525
1841,434,4,974748053
2290,3448,3,974520324
214,2809,3,976900837
587,3167,5,977114994
4635,2599,4,964032683
242,3020,3,976750579
4077,2716,5,965445855
3491,1208,4,967068079
268,377,5,976647048
1045,7,3,974966139
5615,2916,3,959306005
2043,2042,1,974665784
1941,48,4,974855093
1664,2858,5,974710397
92,733,4,986188800
1441,39,4,974758504
321,1590,4,976417550
4307,1282,5,965262281
285,2729,5,976579453
2648,3429,5,973793695
2860,1206,5,972506246
5787,2471,2,1001123216
5034,3196,3,982187631
4293,3526,5,965271693
2882,1414,5,972242860
3640,370,4,966481610
2004,2640,5,974677182
5568,288,2,959311319
5663,1225,4,959268887
3444,587,2,967304785
667,2719,2,977090508
5492,2770,2,997204639
3700,3252,4,966291338
1676,2798,2,974800503
1491,3538,2,974751110
5491,1676,3,959868316
5605,48,1,959298014
1088,1588,2,1032651371
5137,2995,4,964337433
3519,174,1,967573476
1609,3545,4,974837097
1645,1297,5,975537404
4508,3703,5,964981228
1082,541,4,974939547
1299,2532,5,974788492
2248,1035,5,974596264
1176,1356,4,974857792
1168,1257,4,974859728
2222,3108,3,974858143
2753,2208,4,973198147
4887,2985,2,962849146
1632,2993,4,974715728
3259,497,5,968272111
95,1586,1,977627333
6007,589,3,956791675
1329,160,2,976831646
5001,151,4,1019972702
410,2746,4,976289496
5746,1247,4,958354880
2446,1293,5,974404334
4446,1377,3,965542313
2859,141,5,1012411694
2329,930,3,974430766
4470,1517,4,965067345
5158,593,5,961939551
1666,3147,3,974710908
2962,392,2,977168957
4112,2414,4,965366135
3823,3467,3,965942374
3626,2078,5,966595495
3891,2971,4,965799800
2931,546,2,972713007
2185,3927,3,975361710
4809,1247,5,962935814
1033,2193,3,974996938
1261,1214,5,974820722
2850,3007,4,972508162
5814,3114,5,957915515
4897,1198,4,962717223
1596,2762,5,974735407
3499,1270,4,967233961
3281,235,4,968170179
1125,2671,3,974926166
3419,480,4,967396287
13,3269,3,978202524
3898,608,4,965776002
5558,1580,4,959390274
5673,1304,4,958678505
3993,2700,5,965591677
1645,1304,5,974975359
3391,1523,1,967657125
5015,3157,2,962594875
4748,1614,5,963276114
4177,3763,4,965337546
4601,1370,4,964206571
5064,260,5,963072813
4400,1353,4,965159722
516,2643,2,976205262
1087,1676,1,990549832
1850,551,4,974696345
1244,2367,2,975340445
2507,215,4,974082031
4483,1784,3,965016952
2291,260,5,974515327
963,541,4,975120812
4085,2279,3,986186167
3464,3527,4,967174607
1447,1701,3,981022527
676,280,4,975684554
18,3494,4,978154433
2453,78,4,974191369
3724,2028,5,966224516
4305,2454,5,965263757
4174,3703,4,965332451
4433,2640,3,965099471
2419,2100,4,974302405
2564,914,4,973970123
5021,2968,5,962584003
732,2463,4,975495612
2980,3163,3,993439801
811,1411,4,975735043
1449,3468,5,975529374
4387,2463,2,965434957
3834,2354,5,966371853
4689,2571,5,963614565
2761,2300,4,973149573
2237,2692,5,974597695
2026,3702,4,974724379
2463,858,4,974224318
5643,2095,1,963720354
3391,2174,5,967660915
3592,1185,5,966645152
5166,111,5,961902448
355,2581,1,977032527
5956,3489,2,957079518
1266,448,4,978744348
5037,593,4,963143505
4484,2471,3,965018066
1449,688,2,976311678
5787,674,4,1001123152
2576,552,3,973899314
4808,2676,5,962934435
1389,745,5,974765276
3518,3897,4,1005948569
4569,1379,3,964470222
3864,2702,3,965855478
3760,2985,4,966096115
137,1280,4,1000868550
2030,1917,1,974929629
3285,3107,3,968212370
368,527,5,976311695
1211,1247,3,974842625
3163,466,3,968869260
5367,1969,1,960510390
4634,2174,5,975894761
4922,1429,1,962668709
2592,1950,5,973825911
2373,930,5,974336118
5312,165,4,962157914
1121,2384,4,1034709843
366,2009,4,976314167
2453,373,4,974192082
5037,3408,4,962547492
2700,2004,1,973304585
1272,2686,5,974817931
2334,1353,4,974431896
2844,1573,4,972530368
2771,2402,2,973104279
5432,1276,4,960056325
1958,1091,3,974688220
3525,50,4,966977762
2913,1270,3,971769274
4829,3879,3,982115758
123,1987,2,978047255
823,898,3,975379771
3945,3685,3,965693173
1726,3555,3,974704294
2595,2692,5,973810341
3716,258,1,966266976
2595,300,2,973823223
1101,2470,4,1002590356
2244,2948,5,975281677
5736,1097,5,958501957
3267,3717,2,968203136
745,1221,5,975799561
396,2384,3,976303245
1607,3543,4,974732289
1001,3911,4,976296004
1284,3298,3,975358079
2555,2571,3,973997785
823,1197,5,975379074
2779,3741,4,973101922
1470,3,2,974753478
543,327,4,976120316
524,1719,5,976168052
4422,3715,3,965154608
5504,1127,5,959734000
5575,952,3,959291928
1264,3213,5,974825128
1941,328,2,974850978
1689,2097,4,974710713
1716,2985,2,974711662
4083,195,2,965437190
1133,2160,4,974886345
1149,2686,4,974869893
5878,3893,1,1043779667
5412,110,2,960241328
1255,927,4,974824546
2156,2123,3,974628374
3626,2416,4,966595802
5063,48,2,963971755
4089,3452,4,966114038
2495,3081,3,974096268
2988,2699,3,974941610
1587,2746,4,974736140
2609,1299,4,973727076
2607,2501,5,973728096
1068,938,5,975134412
29,1127,3,978136058
2860,3194,4,974234902
5645,2106,5,958928083
2453,786,4,1010333128
4041,2699,3,965503161
3824,2420,3,966539821
3824,1298,3,966539590
3877,2504,2,965834892
187,454,3,977078177
4890,272,4,962736068
4378,2890,5,965175494
5689,3098,4,960781565
676,2716,2,975650773
339,2076,5,976341864
5367,3500,2,960509469
5572,3418,3,959302061
4476,3030,5,965058377
3770,2321,4,966049436
1177,1500,4,974857753
5256,520,2,961299661
1595,2699,4,974733774
935,2762,5,975182258
1841,3893,3,974696394
4957,2300,5,962638645
4939,153,1,962643380
3540,1387,5,968631289
2182,3513,4,974607734
5054,750,3,962557513
3017,509,4,970507846
4218,588,4,965317289
4344,2088,4,965244783
